u001;cdn1;2021-09-17 22:24:24.196843;7ae1b221-1c8c-4536-8830-24fc34aa559d;throughput_tcp;66380205.372581;66296324.367167
u001;cdn1;2021-09-17 22:24:27.341141;90a2239f-6488-4b43-834a-5df9567968d6;rtt;0.018142;0.000000
u001;cdn1;2021-09-17 22:24:27.341141;90a2239f-6488-4b43-834a-5df9567968d6;loss;0.000000;0.000000
u001;cdn1;2021-09-17 22:24:37.217602;6ce3d0fd-de77-48d0-a53a-0fc15d5d4797;rtt;0.018144;0.000000
u001;cdn1;2021-09-17 22:24:37.217602;6ce3d0fd-de77-48d0-a53a-0fc15d5d4797;loss;0.000000;0.000000
u001;cdn1;2021-09-17 22:24:53.506768;cbd74f68-69a3-4ae1-9f9a-a29db7382820;throughput_tcp;66379100.008670;66377042.880047
u001;cdn1;2021-09-17 22:24:58.380072;82d8dca8-2b5c-4db9-a4ff-875cf118e5eb;rtt;0.018158;0.000000
u001;cdn1;2021-09-17 22:24:58.380072;82d8dca8-2b5c-4db9-a4ff-875cf118e5eb;loss;0.000000;0.000000
u001;cdn1;2021-09-17 22:25:19.666868;202bfaa1-9854-4b45-9413-bc89b98493ce;throughput_tcp;66378223.533319;66380652.674860
u001;cdn1;2021-09-17 22:25:22.826579;5987bea5-5ff1-4431-b0d1-ad673e3151e3;rtt;0.018157;0.000000
u001;cdn1;2021-09-17 22:25:22.826579;5987bea5-5ff1-4431-b0d1-ad673e3151e3;loss;0.000000;0.000000
u001;cdn1;2021-09-17 22:25:37.563125;ee06ff8f-ea8b-4109-a2d9-4669c91f442a;rtt;0.018167;0.000000
u001;cdn1;2021-09-17 22:25:37.563125;ee06ff8f-ea8b-4109-a2d9-4669c91f442a;loss;0.000000;0.000000
u001;cdn1;2021-09-17 22:25:48.990282;e214a126-e8a0-4bc0-8766-28bdac18c37e;throughput_tcp;66384735.351029;66333131.076798
u001;cdn1;2021-09-17 22:26:15.154840;b7e80eb4-7145-4766-b88a-f4104b8be5c9;throughput_tcp;66379749.652704;66271262.537188
