cdn1;m5;2021-08-23 01:40:08.841064;e3169833-b6ea-4051-be31-14e8bae13a6e;rtt;0.001099;0.000000
cdn2;a4;2021-08-23 01:40:09.165167;4c1bf455-5e82-4e50-a9b9-9bd75b4fb4b6;rtt;0.001090;0.000000
cdn3;c2;2021-08-23 01:40:09.505190;61de3ded-b7a7-43b6-9c3b-48684e259b9e;rtt;0.001101;0.000000
man1;c1;2021-08-23 01:40:09.842618;2b86ac2f-2f1a-468a-8496-010473f6e6bf;rtt;0.001097;0.000000
man2;c2;2021-08-23 01:40:10.178526;8ff10cf7-0c5c-4e6d-99af-cc7c1c951a30;rtt;0.001099;0.000000
man3;c3;2021-08-23 01:40:10.480107;323069c6-c3ec-427d-a5bb-44ac6bb97fb5;rtt;0.001098;0.000000
man4;c4;2021-08-23 01:40:10.853241;b12c8489-bdea-46f4-8aea-866cb7661af7;rtt;0.001101;0.000000
r1;m1;2021-08-23 01:40:11.173619;f63ae63f-b52c-438e-9e0f-fb8c0ba199c6;rtt;0.006110;0.000000
r2;m1;2021-08-23 01:40:11.448394;7ded85fa-a1d4-4b5e-88f3-81bb02f66440;rtt;0.008101;0.000000
r3;m1;2021-08-23 01:40:11.776342;15c3efd1-cee2-4741-936a-58d75789b016;rtt;0.006106;0.000000
r4;m1;2021-08-23 01:40:12.107606;d32f8a44-9657-4505-bca9-8af13dfeae8f;rtt;0.007121;0.000000
r5;m2;2021-08-23 01:40:12.412982;c2180944-5485-4d47-9a4c-3345fb646662;rtt;0.004116;0.000000
r6;m2;2021-08-23 01:40:12.721530;647e0585-74fe-47c4-83ec-1c339d6850fe;rtt;0.004104;0.000000
r7;m2;2021-08-23 01:40:13.038016;58572efd-abe7-43d1-b190-702d18a08858;rtt;0.004095;0.000000
r8;m2;2021-08-23 01:40:13.381473;e5758968-ea24-4712-8813-03289d019c98;rtt;0.006119;0.000000
r9;m3;2021-08-23 01:40:13.700807;d56a36cf-9c0b-4a44-822c-e10ab903f54c;rtt;0.009113;0.000000
r10;m3;2021-08-23 01:40:14.011420;10fc6842-1e0b-4ae1-8760-2066d82ed1fb;rtt;0.008098;0.000000
r11;m3;2021-08-23 01:40:14.317305;f4ce5f76-65f8-47e8-8392-5ea5612a7bbb;rtt;0.004109;0.000000
r12;m3;2021-08-23 01:40:14.657196;3e43fe0e-93b4-481b-8257-e472fca4e4eb;rtt;0.005124;0.000000
r13;m4;2021-08-23 01:40:14.936343;ea8f8fed-0801-4e5d-8a69-cad5c8dc99f1;rtt;0.008113;0.000000
r14;m4;2021-08-23 01:40:15.289178;b43c8650-a04d-4886-9f03-90aab7c4e51f;rtt;0.008090;0.000000
r15;m4;2021-08-23 01:40:15.615195;41382c02-705e-4a4f-a927-bb6e823c588b;rtt;0.007115;0.000000
r16;m4;2021-08-23 01:40:15.887465;959da2a8-4ca6-4099-b603-13a911946080;rtt;0.004119;0.000000
r17;m5;2021-08-23 01:40:16.239695;1e9165ec-df5d-4671-ad47-5aa7b29f5704;rtt;0.004113;0.000000
r18;m5;2021-08-23 01:40:16.571101;49a0079b-d53b-4336-94b1-04452c0b0c07;rtt;0.006120;0.000000
r19;m5;2021-08-23 01:40:16.891901;bbbc4607-5e33-403d-9298-3e1c13222c57;rtt;0.007114;0.000000
r20;m5;2021-08-23 01:40:17.188551;af28a37e-7ba8-4396-9314-2bdc3ae9ba36;rtt;0.004120;0.000000
m1;m2;2021-08-23 01:40:17.575531;0e5b20d2-fd30-4a1b-8b9e-834d7f623af4;rtt;0.009120;0.000000
m2;m3;2021-08-23 01:40:17.798103;afe32fd2-fb88-4a8d-b6f0-a3cb26414c7e;rtt;0.006123;0.000000
m3;m4;2021-08-23 01:40:18.138387;206732a8-484a-4d31-8d94-efd7020b2b59;rtt;0.011117;0.000000
m4;m5;2021-08-23 01:40:18.469635;26752cec-422c-4310-87a7-be49c9e1a1ad;rtt;0.005121;0.000000
m5;m1;2021-08-23 01:40:18.750656;fd229543-1f94-4c28-b243-a4799933350c;rtt;0.010112;0.000000
m2;a2;2021-08-23 01:40:19.149235;adef6c55-89a6-44b9-bc5f-49274613cec7;rtt;0.020116;0.000000
m3;a3;2021-08-23 01:40:19.522518;bc1c15c0-080e-4035-a797-922c85352443;rtt;0.030124;0.000000
a1;a2;2021-08-23 01:40:19.865969;7d7a6cdf-0d77-4f7a-a9f7-5ee3e9aae138;rtt;0.018125;0.000000
a2;a3;2021-08-23 01:40:20.139070;7d3a3c98-f66b-417b-8976-2e3ed82a6c77;rtt;0.020124;0.000000
a3;a4;2021-08-23 01:40:20.445646;a2f58183-abf8-4b63-a910-049233a5c59e;rtt;0.025124;0.000000
a4;a1;2021-08-23 01:40:20.777384;e0c66d38-5078-4c4c-9111-8d381a6dda25;rtt;0.023118;0.000000
a1;c1;2021-08-23 01:40:21.075484;cba6f837-d231-49a9-8726-c4951e5abb01;rtt;0.020124;0.000000
a2;c1;2021-08-23 01:40:21.325005;b6d1454d-1aa8-46b6-80cc-aaf6760714d0;rtt;0.015133;0.000000
a3;c2;2021-08-23 01:40:21.713387;e74223ee-6736-4aa2-8d1a-97b421dfca4d;rtt;0.025120;0.000000
a4;c2;2021-08-23 01:40:22.094254;11c2d523-dcd3-43a0-98c8-b304abb76da2;rtt;0.030116;0.000000
c1;c2;2021-08-23 01:40:22.281857;a24c26c3-cd07-454b-84f8-38050bf52a5b;rtt;0.012121;0.000000
c1;c3;2021-08-23 01:40:22.757663;078c1ab4-1032-45ac-a2fe-a6c73e328092;rtt;0.020123;0.000000
c1;c4;2021-08-23 01:40:23.105893;587120de-3554-40f9-902d-917c2b21a22e;rtt;0.018125;0.000000
c2;c3;2021-08-23 01:40:23.338636;66be1bf1-1e06-4b27-9b74-08e778a05e36;rtt;0.023132;0.000000
c2;c4;2021-08-23 01:40:23.692190;30300382-997d-4f46-bf14-a0e4f8e86853;rtt;0.030122;0.000000
c3;c4;2021-08-23 01:40:23.880686;fde8d08c-b063-4fd5-bf40-df3d6d624903;rtt;0.015116;0.000000
c3;i1;2021-08-23 01:40:24.314121;c91794ed-8325-416e-8672-71991517d796;rtt;0.025121;0.000000
c4;i1;2021-08-23 01:40:24.629546;32b57726-3c7c-42c3-b342-73b37bcc3a02;rtt;0.030129;0.000000
u001;r1;2021-08-23 01:40:24.837949;ddbe551e-0782-4a43-87fc-2acb54626432;rtt;0.000085;0.000000
u002;r1;2021-08-23 01:40:25.184034;4ea3ee6f-1e8e-4226-a3ca-b05bccec115c;rtt;0.000079;0.000000
u003;r1;2021-08-23 01:40:25.455471;60da1b99-c80e-444c-a3d7-31ca265b35af;rtt;0.000083;0.000000
u004;r1;2021-08-23 01:40:25.847428;7a1881ae-ad4f-4705-8e84-2501652063a4;rtt;0.000063;0.000000
u005;r1;2021-08-23 01:40:26.147091;94e6cdba-22c1-4a46-a1f3-0664a95b8ab1;rtt;0.000072;0.000000
u006;r1;2021-08-23 01:40:26.476695;c6cec4bc-d5f0-44a5-8c1f-e92ef2788121;rtt;0.000057;0.000000
u007;r1;2021-08-23 01:40:26.716094;b4a79b1e-42ab-4e79-b0af-c5545055e75d;rtt;0.000073;0.000000
u008;r1;2021-08-23 01:40:27.052193;77bde0db-a017-4f67-b8ef-c1ee82b37b79;rtt;0.000065;0.000000
u009;r1;2021-08-23 01:40:27.365263;1c71c765-75bc-4572-ba0d-7ddf43721c18;rtt;0.000058;0.000000
u010;r1;2021-08-23 01:40:27.691997;e775ed0a-de7c-414f-a7d7-522282f6be9c;rtt;0.000069;0.000000
u011;r2;2021-08-23 01:40:27.943198;8d2e9038-1904-475a-a709-95bc06dfd03b;rtt;0.000071;0.000000
u012;r2;2021-08-23 01:40:28.325108;470490e1-a896-47d6-96a1-b1c913184582;rtt;0.000078;0.000000
u013;r2;2021-08-23 01:40:28.636455;5ead0bf8-eb58-453e-9bd8-859f567b01d5;rtt;0.000076;0.000000
u014;r2;2021-08-23 01:40:28.935382;d4300475-b8e3-4e0e-ab5b-066d8036fe8d;rtt;0.000080;0.000000
u015;r2;2021-08-23 01:40:29.238225;abcfdaea-77a8-4022-ba13-251aa70e60e3;rtt;0.000069;0.000000
u016;r2;2021-08-23 01:40:29.588626;5b3c96e8-781a-4f3b-9a56-d464a684a1be;rtt;0.000069;0.000000
u017;r2;2021-08-23 01:40:29.919441;f1832d5c-d6e1-4f2f-863d-9ed666210a2d;rtt;0.000083;0.000000
u018;r2;2021-08-23 01:40:30.224356;1920dba0-9760-4263-9924-d2804dff6143;rtt;0.000074;0.000000
u019;r2;2021-08-23 01:40:30.519400;e460cd98-c2db-4512-86f0-e2b770d32524;rtt;0.000079;0.000000
u020;r2;2021-08-23 01:40:30.865976;5d518eaa-3c0d-4433-8518-2c1aa6d61a9a;rtt;0.000081;0.000000
u021;r3;2021-08-23 01:40:31.163937;c258ae17-11da-4919-b214-810158d781e8;rtt;0.000080;0.000000
u022;r3;2021-08-23 01:40:31.513457;30d98660-8a32-4412-a2f5-37c0f134300d;rtt;0.000071;0.000000
u023;r3;2021-08-23 01:40:31.861531;8529a7b1-5b47-479a-8b35-d927811fed91;rtt;0.000076;0.000000
u024;r3;2021-08-23 01:40:32.157905;f6ad742f-2128-4525-af71-1a5611da6cdf;rtt;0.000063;0.000000
u025;r3;2021-08-23 01:40:32.438174;ac638faa-85b8-4629-8158-171265f413e0;rtt;0.000074;0.000000
u026;r3;2021-08-23 01:40:32.763870;cdfe8ffc-d85e-47ef-ae18-d98ab6de5694;rtt;0.000076;0.000000
u027;r3;2021-08-23 01:40:33.150513;2eba97d0-6cb4-4833-b259-ab147e347b4f;rtt;0.000059;0.000000
u028;r3;2021-08-23 01:40:33.398289;6d546895-fdf8-4204-85fe-c44e03014e10;rtt;0.000072;0.000000
u029;r3;2021-08-23 01:40:33.733919;800f86ba-6066-49eb-8ef3-01b3eda9ae16;rtt;0.000064;0.000000
u030;r3;2021-08-23 01:40:34.052050;18d29e76-9e59-44c8-ad53-957c6cabba35;rtt;0.000083;0.000000
u031;r4;2021-08-23 01:40:34.334601;032600c4-84c2-448d-830e-f86fa7ab4d08;rtt;0.000079;0.000000
u032;r4;2021-08-23 01:40:34.750086;2d0e7f20-9625-497f-aa1a-e686007745db;rtt;0.000065;0.000000
u033;r4;2021-08-23 01:40:35.027575;66e31192-7fac-415d-9c1f-d2c24277ab76;rtt;0.000080;0.000000
u034;r4;2021-08-23 01:40:35.345749;39011ecc-6cfb-4fbf-aaf7-3814ca4d728c;rtt;0.000060;0.000000
u035;r4;2021-08-23 01:40:35.631000;90d3c363-ae53-4d4a-87d6-6b76c41730f0;rtt;0.000082;0.000000
u036;r4;2021-08-23 01:40:35.942952;a2693fe5-0940-4bf7-84ae-44890754679f;rtt;0.000075;0.000000
u037;r4;2021-08-23 01:40:36.293885;69b0669b-e22a-45c3-a3eb-712a7a75a967;rtt;0.000069;0.000000
u038;r4;2021-08-23 01:40:36.652263;bbf69dd1-26bc-45c3-8d97-611c1b7aea1d;rtt;0.000088;0.000000
u039;r4;2021-08-23 01:40:36.938300;defe3b17-85b5-4a40-b8d4-1b99c0fdd715;rtt;0.000060;0.000000
u040;r4;2021-08-23 01:40:37.261342;dc2883ab-d48d-4d7d-ac35-236b527a0746;rtt;0.000090;0.000000
u041;r5;2021-08-23 01:40:37.552019;0efd517f-44bd-48bc-80d9-d00324f3a002;rtt;0.000062;0.000000
u042;r5;2021-08-23 01:40:37.936636;e1727315-5d4e-4d82-a610-6c29582c199a;rtt;0.000065;0.000000
u043;r5;2021-08-23 01:40:38.197797;cce49c2e-0006-40f1-94cd-3e20f5442ced;rtt;0.000074;0.000000
u044;r5;2021-08-23 01:40:38.507914;fbfbc3e6-ea65-4066-8516-ebac823fd7c3;rtt;0.000075;0.000000
u045;r5;2021-08-23 01:40:38.826075;f10d0041-9b81-44c2-9755-60ca269bdc2d;rtt;0.000052;0.000000
u046;r5;2021-08-23 01:40:39.166943;e0c4096f-c54a-4635-a740-643700113b57;rtt;0.000080;0.000000
u047;r5;2021-08-23 01:40:39.466257;f6cec98a-0ddf-4f6b-93ef-f1e8c29a9b10;rtt;0.000056;0.000000
u048;r5;2021-08-23 01:40:39.830283;7e7fcc40-d742-46bd-bf9d-c04a7da3fd4c;rtt;0.000070;0.000000
u049;r5;2021-08-23 01:40:40.099208;1a5102b2-f981-4b42-963f-79fa0e465531;rtt;0.000084;0.000000
u050;r5;2021-08-23 01:40:40.466295;14e4bf7f-618f-48ff-adc2-feab2bc47084;rtt;0.000061;0.000000
u051;r6;2021-08-23 01:40:40.892397;c32be9dc-09c0-4f13-837a-2b464043a112;rtt;0.000078;0.000000
u052;r6;2021-08-23 01:40:41.121350;834d8252-4107-4bda-871c-dc6321e2bf29;rtt;0.000070;0.000000
u053;r6;2021-08-23 01:40:41.466986;39f8db40-b5eb-4e08-b00e-585a9b9719b2;rtt;0.000087;0.000000
u054;r6;2021-08-23 01:40:41.710133;e81e9e76-b2e8-46d5-bae9-5c197d935c6b;rtt;0.000071;0.000000
u055;r6;2021-08-23 01:40:42.084317;b9d2daf5-5b8d-41bf-8726-5af4fb7dbfea;rtt;0.000085;0.000000
u056;r6;2021-08-23 01:40:42.323709;f1d69319-4083-4980-a7d2-e1702c33714d;rtt;0.000083;0.000000
u057;r6;2021-08-23 01:40:42.656249;a2b8f070-26da-4132-9c46-1e750b990086;rtt;0.000082;0.000000
u058;r6;2021-08-23 01:40:42.964938;23278f6f-5d59-4571-b883-7bac2ece065d;rtt;0.000073;0.000000
u059;r6;2021-08-23 01:40:43.334518;a48e6160-6387-47a0-be83-1a0caf4df1c5;rtt;0.000082;0.000000
u060;r6;2021-08-23 01:40:43.641261;39dd6d90-9aa9-419c-a687-ead01413d5af;rtt;0.000086;0.000000
u061;r7;2021-08-23 01:40:43.951643;aa593d67-c64e-48e2-9a80-6e4106537f68;rtt;0.000065;0.000000
u062;r7;2021-08-23 01:40:44.311736;85427de3-ae41-40b2-8ca2-f4eae0102e29;rtt;0.000084;0.000000
u063;r7;2021-08-23 01:40:44.624459;99996fea-c550-4f06-91e6-24d5cd683965;rtt;0.000069;0.000000
u064;r7;2021-08-23 01:40:44.948776;2c5c064f-9067-4223-89d5-69e413aed88c;rtt;0.000078;0.000000
u065;r7;2021-08-23 01:40:45.209218;54e50857-58f3-4218-a80f-f339e5b65b23;rtt;0.000064;0.000000
u066;r7;2021-08-23 01:40:45.528050;a319debf-348b-4c0f-b78e-4581a2193847;rtt;0.000077;0.000000
u067;r7;2021-08-23 01:40:45.910115;a66f6773-037b-4cae-a928-4c69d89ba45b;rtt;0.000066;0.000000
u068;r7;2021-08-23 01:40:46.152892;6e7b3d51-a1a9-4a47-b7c3-ebb76e6a6082;rtt;0.000063;0.000000
u069;r7;2021-08-23 01:40:46.491678;c2391ca7-91b2-4a7d-b8af-395c02ee6c89;rtt;0.000069;0.000000
u070;r7;2021-08-23 01:40:46.838307;c3fc45f3-17da-44e8-b679-31182c600542;rtt;0.000058;0.000000
u071;r8;2021-08-23 01:40:47.156804;9b7732a3-602d-4056-8388-c89885d9059f;rtt;0.000072;0.000000
u072;r8;2021-08-23 01:40:47.433241;394e6657-e923-4552-8d32-f2b3b794e54e;rtt;0.000085;0.000000
u073;r8;2021-08-23 01:40:47.770139;fde7145e-78af-4ca5-82b5-a31498d891a8;rtt;0.000082;0.000000
u074;r8;2021-08-23 01:40:48.103159;8640500a-4ffb-42ed-a126-e7f327af161e;rtt;0.000081;0.000000
u075;r8;2021-08-23 01:40:48.394298;4ecd9aa9-d555-4c69-ae68-f69176da1b0e;rtt;0.000082;0.000000
u076;r8;2021-08-23 01:40:48.774134;4216b2be-4d84-43da-950f-d4325dbc3ded;rtt;0.000082;0.000000
u077;r8;2021-08-23 01:40:49.034496;b59dab2c-8a15-4a11-a43d-a300c4135150;rtt;0.000086;0.000000
u078;r8;2021-08-23 01:40:49.407284;483dc80e-bdc0-4e08-81e8-4899f1b01457;rtt;0.000067;0.000000
u079;r8;2021-08-23 01:40:49.675792;40cad29f-f0b2-4aab-ad03-7704256aae3f;rtt;0.000077;0.000000
u080;r8;2021-08-23 01:40:50.049837;55ab8cdf-88d4-46d7-84a9-a6756e769120;rtt;0.000087;0.000000
u081;r9;2021-08-23 01:40:50.288335;6cf8fa16-c599-485d-83bb-7c43eb37b52c;rtt;0.000064;0.000000
u082;r9;2021-08-23 01:40:50.579092;ea4a2ff6-755b-474b-ae51-0c97fb85fdf4;rtt;0.000080;0.000000
u083;r9;2021-08-23 01:40:50.983908;94066027-0ed7-491f-907f-ba4744b2a0c5;rtt;0.000085;0.000000
u084;r9;2021-08-23 01:40:51.288178;215ef82a-7d1b-457f-ba90-f8212bfa3c81;rtt;0.000077;0.000000
u085;r9;2021-08-23 01:40:51.608176;5c005f00-0bf9-4e05-a742-19ed7ca1670a;rtt;0.000078;0.000000
u086;r9;2021-08-23 01:40:51.901077;cde4a10e-f264-4b3f-a089-1ad4ac5d7a1a;rtt;0.000070;0.000000
u087;r9;2021-08-23 01:40:52.233115;490d574f-8cd4-4e14-8b07-2d8ef3f698dc;rtt;0.000073;0.000000
